event_id,timestamp,class,f1,f2,f3,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
813618,1510141950,1,1,1,1,0,39,26,2047,5,351.8990509259259,1,309,0,309,9307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813619,1510142393,1,1,11,53,3.2428292894683812,2138,1826,167.67924528301887,16,7.266843990216631,16,0,0,0,9438,1,176,0,176,0,0,0,1,0,0,0,0,0,0,0,0,0
813620,1510144000,0,2,3,478,6.167290447539329,478,477,1.0460251046025104,5,0.8428748014489384,18,8956,0,8929,9355,1,57,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0
813621,1510144855,0,1,2,2,0.6365141682948128,2,1,817.5,10,351.9326736111111,2,7382,0,1409,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813622,1510145346,0,1,1,1,0,1,1,113,1,14.152384259259259,1,7384,0,1411,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813623,1510145862,0,1,1,1,0,1,0,198,5,62.96173611111111,1,2791,0,2789,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813624,1510147020,0,1,7,40,3.052789740913429,3643,2575,31.775,1,0.49124189814814806,9,18594,0,10913,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813625,1510148208,0,1,8,22,2.676724699736624,146,135,190.9090909090909,1,1.0061816077441081,15,18634,0,10953,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813626,1510148297,1,1,8,13,1.829890645760732,139,97,849.0769230769231,17,80.01628828347576,13,397,0,397,9313,2,1473.5,0,1468.5,0,0,0,2,0,0,0,0,0,0,0,0,0
813627,1510148441,0,1,1,19,0,0,0,0,1,0,0,18656,0,10975,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813628,1510149376,1,1,12,35,2.779674737451034,1344,774,457.9142857142857,16,32.196348544973546,23,1378,0,1378,9358,1,205,0,205,1,0,0,1,0,0,0,0,0,0,0,0,0
813629,1510150234,0,1,1,1,0,21,9,387,2,8.16420138888889,1,139,0,139,9337,1,352,0,352,0,0,0,1,0,0,0,0,0,0,0,0,0
813630,1510150470,1,1,3,5,1.3039609991949668,38,12,205.4,6,36.58376388888889,5,1755,0,1753,9311,1,794,0,794,0,0,0,1,0,0,0,0,0,0,0,0,0
813631,1510154041,0,1,1,2,0.6869615765973234,12,15,100.5,4,63.05640046296296,2,1413,0,1413,9358,1,551,0,545,0,0,0,1,0,0,0,0,0,0,0,0,0
813632,1510154266,1,1,2,6,1.6623769591928224,9,12,313.3333333333333,4,237.77645447530867,6,310,0,310,9307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813633,1510154806,0,1,1,1,0,12,0,241,1,46.99403935185185,1,3274,0,3091,9272,1,12705,0,12125,0,0,0,1,0,0,0,0,0,0,0,0,0
813634,1510155055,0,1,2,20,1.8048678685290531,24282,0,0,1,0,0,3,0,0,9349,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
813635,1510155903,1,1,3,8,1.0658578434680974,125,222,376,4,352.0605439814815,8,512,0,446,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813636,1510156154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9272,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
813637,1510156621,0,1,5,875,6.432733631433153,55,5764,1.2845714285714285,4,0.2000615079365085,375,9434,0,4665,9355,1,535,0,488,0,0,0,1,0,0,0,0,0,0,0,0,0
813638,1510157122,1,1,2,2,0.2489102793527851,31,13,887,4,305.1372395833333,2,701,0,128,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813639,1510157122,0,1,1,1,0,2,0,1536,4,352.07465277777777,1,4354,0,4305,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813640,1510157455,0,1,2,7,1.1575317279958564,77,36,339.14285714285717,5,28.473325066137573,7,1760,0,1758,9311,1,799,0,799,0,0,0,1,0,0,0,0,0,0,0,0,0
813641,1510157455,1,1,13,56,3.1612757502431497,1923,163,571.875,17,35.61294167493388,41,103,0,103,9376,1,452,0,452,0,0,0,1,0,0,0,0,0,0,0,0,0
813642,1510158040,0,1,1,1,0,4,0,3141,5,352.0852777777778,1,33852,0,33560,9231,1,661,0,154,0,0,0,1,0,0,0,0,0,0,0,0,0
813643,1510158856,0,1,1,2,0.6365141682948128,2,1,2113,4,352.09472222222223,2,318,0,227,9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813644,1510159014,1,1,6,12,1.4245976761118893,1044,533,729.6666666666666,17,66.15785493827161,8,62,0,62,9342,1,2398,0,2216,0,0,0,1,0,0,0,0,0,0,0,0,0
813645,1510159753,0,1,1,2,0.2145591551764051,28,8,412.5,1,0.9562037037037037,2,948,0,948,9340,1,28,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0
813646,1510160037,1,1,3,6,1.5445498350202032,24,22,518.6666666666666,10,33.75768132716049,6,1767,0,1765,9311,2,403.5,0,403.5,0,0,0,2,0,0,0,0,0,0,0,0,0
813647,1510160195,0,1,2,7,1.6470982561181204,51,7,54.285714285714285,4,2.437339616402116,7,14,0,14,9435,1,553,0,547,0,0,0,1,0,0,0,0,0,0,0,0,0
813648,1510160391,0,1,1,1,0,6,6,70,2,352.1124884259259,1,23,0,15,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813649,1510160498,1,1,7,29,2.651625868354563,226,54,160.31034482758622,5,3.353186861430397,29,176,0,176,9353,1,229,0,229,0,0,0,1,0,0,0,0,0,0,0,0,0
813650,1510161068,1,1,1,4,0.950943844534504,36,3,1630.25,14,63.13773148148148,4,7,0,7,9430,2,29,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0
813651,1510161102,1,1,1,1,0,1,1,2652,4,352.1207175925926,1,7385,0,1412,9261,1,18,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0
813652,1510162106,0,1,1,1,0,2,1,789,3,352.13233796296294,1,520,0,454,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813653,1510162435,0,2,3,9,1.3256521313865195,32,2,3813.3333333333335,9,123.31161651234568,7,3275,0,3170,9272,1,279,0,232,7386,0,7283,1,0,0,0,0,0,0,0,0,0
813654,1510162797,0,1,5,9,1.2149166507521951,326,43,256.77777777777777,3,46.54515817901236,6,455,0,449,9317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813655,1510164961,0,1,2,3,0.9227295162485569,36,3,1801,18,63.18278935185185,3,142,0,142,9382,1,349,0,348,0,0,0,1,0,0,0,0,0,0,0,0,0
813656,1510166217,0,1,1,14,2.2035624633888102,75,12,132.5,12,45.11772238756614,14,145,0,145,9382,1,508,0,508,0,0,0,1,0,0,0,0,0,0,0,0,0
813657,1510209425,0,1,8,30,2.458298346964668,2090,2837,27.933333333333334,1,0.1977885802469136,2,18675,0,10994,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813658,1510218715,0,1,1,2,0.20619205063323187,12,7,3744.5,10,63.80494212962963,2,410,0,410,9313,1,890,0,890,0,0,0,1,0,0,0,0,0,0,0,0,0
813659,1510222964,1,1,4,11,2.0141250507098887,577,100,439.27272727272725,6,224.53245370370368,7,858,0,852,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813660,1510223069,1,1,2,2,0.4659992569610426,8,9,887,4,305.9005150462963,2,703,0,130,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813661,1510223697,0,1,1,1,0,3,0,1771,4,352.84519675925924,1,705,0,548,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813662,1510227774,0,1,2,2,0.6108643020548935,17,23,3933.5,4,352.89238425925925,2,869,0,863,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813663,1510231782,1,1,6,10,1.6796477903822182,65,27,122.2,1,1.9812500000000004,9,18705,0,11024,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813664,1510232773,1,1,6,8,1.9701814400260846,13,1,678.25,14,32.41969328703704,8,4355,0,4306,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813665,1510233981,1,1,3,15,2.316598984806979,187,101,537.4,12,49.95079398148146,15,314,0,312,9329,1,28,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0
813666,1510235448,1,1,8,44,2.8718737365799525,163,163,121.88636363636364,4,3.3804421822390562,44,53,0,53,9438,1,10,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
813667,1510235770,1,1,2,10,1.7972719132174177,104,87,170.4,11,44.31284606481482,8,255,0,255,9336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
813668,1510236354,0,1,14,21,2.3896954979471348,112,53,1049.7142857142858,22,77.77017305996472,21,134,0,134,9341,1,102,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0
813669,1510236701,0,1,2,13,1.648833473454657,4912,2279,1719.6923076923076,1,0.7995957977207978,11,23,0,20,9349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813670,1510236937,0,1,1,2,0.6931471805599453,2,0,68.5,3,4.893148148148148,2,4363,0,4314,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813671,1510237310,0,1,3,3,0.37677016125643675,23,1,11.666666666666666,1,1.1178510802469135,2,18715,0,11034,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813672,1510237627,0,1,1,2,0.6365141682948128,3,3,1307.5,3,353.00642361111113,2,7386,0,1413,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813673,1510238227,1,1,1,12,2.11001635653764,220,96,215.75,7,61.81442997685184,11,147,0,147,9315,1,2410,0,2228,0,0,0,1,0,0,0,0,0,0,0,0,0
813674,1510239263,0,1,1,2,0.6914160776171183,15,2,62.5,5,64.0427662037037,2,2147,0,2101,9295,1,240,0,240,356,0,356,1,0,0,0,0,0,0,0,0,0
813675,1510239662,0,1,2,2,0.4760596480456492,42,29,515.5,5,353.02997685185187,2,14889,0,217,9276,1,8122,0,3348,0,0,0,1,0,0,0,0,0,0,0,0,0
813676,1510239771,1,1,1,1,0,10,2,1209,3,112.06546296296297,1,706,0,549,9269,1,223,0,207,0,0,0,1,0,0,0,0,0,0,0,0,0
813677,1510240325,1,1,6,9,1.9094133620419875,38,19,349.6666666666667,13,15.910839763374481,9,103,0,103,9404,1,560,0,554,0,0,0,1,0,0,0,0,0,0,0,0,0
813678,1510241463,0,1,1,1,0,7,1,1428,6,353.05082175925924,1,320,0,229,9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813679,1510241982,0,1,2,4,1.3862943611198906,4,4,277,13,27.474835069444442,4,0,0,0,9441,1,48,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0
813680,1510243009,1,2,2,3,0.9125287401764749,151,37,7,14,134.03049382716048,3,7388,0,29,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813681,1510243258,0,1,2,21,1.8338320441343023,26915,0,0,1,0,0,36,0,33,9349,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
813682,1510243478,1,1,3,8,1.7536522325806632,81,45,1099,16,32.709401041666666,8,736,0,735,9318,1,1031,0,1029,0,0,0,1,0,0,0,0,0,0,0,0,0
813683,1510244091,1,1,2,5,0.9843802192713994,534,249,3474.6,9,64.09864583333334,5,412,0,412,9313,1,892,0,892,0,0,0,1,0,0,0,0,0,0,0,0,0
813684,1510245245,1,1,7,15,1.8692057839722591,395,120,536.8,16,61.91267283950619,15,1773,0,1771,9311,1,569,0,563,0,0,0,1,0,0,0,0,0,0,0,0,0
813685,1510245721,1,1,6,18,2.2929195721436084,304,39,304.3333333333333,8,37.86107896090535,14,4330,0,4319,9351,1,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
813686,1510245738,1,1,8,29,2.9940088889900083,464,228,189.31034482758622,13,16.58267401021712,17,2149,0,2103,9295,1,242,0,242,1,0,0,1,0,0,0,0,0,0,0,0,0
813687,1510246576,1,1,3,8,0.8743609562402779,297,202,1298.25,15,172.49587962962963,8,159,0,159,9382,1,352,0,351,0,0,0,1,0,0,0,0,0,0,0,0,0
813688,1510247109,0,1,1,1,0,1,1,71,1,35.10369212962963,1,4348,0,4337,9351,1,23,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0
813689,1510248094,1,1,2,3,0.7298429194806347,12,6,286,6,160.47250771604936,3,417,0,417,9313,1,897,0,897,0,0,0,1,0,0,0,0,0,0,0,0,0
813690,1510248442,0,1,2,3,0.8752746630364867,38,13,2682.3333333333335,17,353.1315972222222,3,0,0,0,9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813691,1510248615,0,1,1,1,0,2,0,24,2,22.412997685185186,1,744,0,743,9318,1,193,0,193,0,0,0,1,0,0,0,0,0,0,0,0,0
813692,1510248988,0,1,1,2,0.42270908780599087,16,4,376.5,1,52.17665509259259,2,202,0,199,9343,1,35,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0
813693,1510249619,0,1,2,2,0.39267446722755217,23,37,280.5,2,353.1452199074074,2,521,0,455,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813694,1510249917,1,1,1,1,0,2,1,1000,4,64.16607638888888,1,468,0,468,9312,1,4615,0,4610,0,0,0,1,0,0,0,0,0,0,0,0,0
813695,1510252108,0,1,1,1,0,7,5,574,2,353.1740277777778,1,523,0,457,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813696,1510305575,1,1,3,12,2.153381178217141,138,23,829.6666666666666,20,47.05222029320988,10,18,0,18,9405,3,1171,0,1109.6666666666667,0,0,0,3,0,0,0,0,0,0,0,0,0
813697,1510307038,1,1,3,9,2.092840334014361,91,19,557.4444444444445,16,69.93613425925926,9,745,0,744,9318,2,530,0,529,0,0,0,2,0,0,0,0,0,0,0,0,0
813698,1510307878,0,1,1,1,0,1,0,638,7,64.8369212962963,1,155,0,155,9341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813699,1510309469,0,1,6,17,2.122446240689792,323,377,246.2941176470588,11,37.365145016339866,17,291,0,282,9320,2,201.5,0,201.5,0,0,0,2,0,0,0,0,0,0,0,0,0
813700,1510312245,1,1,7,14,2.153136030790217,47,138,223.71428571428572,11,202.75646246693117,14,7391,0,1415,9261,1,312,0,307,0,0,0,1,0,0,0,0,0,0,0,0,0
813701,1510313105,0,1,3,3,0.9813723337467095,12,17,896.6666666666666,13,353.880011574074,3,7405,0,1429,9261,1,326,0,321,0,0,0,1,0,0,0,0,0,0,0,0,0
813702,1510314077,0,2,7,14,2.3124347157677527,772,142,172.57142857142858,6,30.672284226190477,6,321,0,246,9259,1,94,0,76,0,0,0,1,0,0,0,0,0,0,0,0,0
813703,1510316875,0,1,7,14,2.3483964304796077,127,38,993.1428571428571,16,54.17362268518519,14,159,0,159,9376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813704,1510320070,0,1,4,4,0.7937300551584247,6,7,1704.25,8,353.960625,4,524,0,458,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813705,1510320705,0,1,7,41,2.833725755269229,1104,1390,73.41463414634147,1,1.6883200654923225,24,18718,0,11037,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813706,1510322463,0,1,1,6,1.5397541892499311,31,28,284.5,7,54.00908179012347,6,1788,0,1786,9311,1,143,0,143,0,0,0,1,0,0,0,0,0,0,0,0,0
813707,1510323796,1,1,2,4,0.8935434337299385,63,36,1555,17,55.46637731481481,4,469,0,469,9312,1,900,0,900,0,0,0,1,0,0,0,0,0,0,0,0,0
813708,1510324615,0,1,1,1,0,1,0,273,2,354.0132291666667,1,528,0,462,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813709,1510325085,1,1,3,5,1.200808179880006,49,24,1438,20,53.57034027777777,5,754,0,753,9318,1,1060,0,1058,0,0,0,1,0,0,0,0,0,0,0,0,0
813710,1510332867,0,1,1,2,0.26176448290901533,10,31,1256,7,65.12614583333334,2,1794,0,1792,9311,1,33,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0
813711,1510562265,0,1,1,1,0,0,172,172,2,67.78121527777778,1,12513,0,0,9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813712,1510564753,0,1,1,1,0,1,0,304,4,26.072002314814814,1,759,0,758,9318,1,2083,0,2073,0,0,0,1,0,0,0,0,0,0,0,0,0
813713,1510566087,0,1,1,1,0,50,44,2,10,233.76847222222221,1,7408,0,30,9261,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
813714,1510572250,0,1,1,1,0,1,1,67,2,5.112962962962963,1,21,0,21,9435,1,2084,0,2074,0,0,0,1,0,0,0,0,0,0,0,0,0
813715,1510578836,0,1,1,1,0,1,1,78,3,293.1885648148148,1,1006,0,60,9244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813716,1510578966,0,1,5,15,2.1981451351768415,75,722,207.06666666666666,12,71.25638503086421,15,122,0,122,9334,1,370,0,370,0,0,0,1,0,0,0,0,0,0,0,0,0
813717,1510582623,0,1,4,5,1.4874859738444026,76,70,677.2,5,356.99943287037036,5,335,0,240,9259,1,288,0,222,7409,0,1432,1,0,0,0,0,0,0,0,0,0
813718,1510582960,0,1,1,79,3.966520598949957,894,1800,173.49367088607596,10,67.77015353961546,79,12514,0,12512,9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813719,1510586913,0,1,8,24,1.7181982561209228,875,212,157.625,1,4.739156057098767,21,18759,0,11078,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813720,1510587378,1,1,6,25,3.0202973909436137,230,69,173.2,12,18.04086527777778,23,1796,0,1794,9311,1,149,0,149,0,0,0,1,0,0,0,0,0,0,0,0,0
813721,1510587872,0,1,2,5,1.1453526131010123,812,19,1651.4,7,60.375351851851846,5,1415,0,1415,9358,1,904,0,904,0,0,0,1,0,0,0,0,0,0,0,0,0
813722,1510589163,0,1,1,1,0,1,1,310,8,68.09253472222223,1,243,0,243,9326,1,174,0,174,0,0,0,1,0,0,0,0,0,0,0,0,0
813723,1510589884,0,1,2,16,2.772588722239781,0,160,4.1875,4,5.7916131365740755,15,1821,0,1819,9311,1,35,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0
813724,1510649099,0,1,1,1,0,1,0,494,3,357.76883101851854,1,871,0,865,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813725,1510649847,1,1,2,5,0.7676419074232376,92,45,166,2,15.30999537037037,5,173,0,173,9376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813726,1510649862,0,2,4,4,0,1,1,0,2,25.98857060185185,1,13,0,0,9306,1,1065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
813727,1510650472,1,1,1,1,0,5,2,640,5,68.80212962962963,1,0,0,0,9444,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
813728,1510650836,0,1,3,4,0.5649015777344097,2,139,2287.25,14,357.7889351851852,4,3,0,3,9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813729,1510650874,1,1,4,16,2.1931536063796715,482,49,576.375,12,14.946497395833333,6,112,0,112,9404,1,584,0,578,0,0,0,1,0,0,0,0,0,0,0,0,0
813730,1510651397,0,1,5,14,2.143200294410557,152,107,127.14285714285714,1,5.055219080687832,13,18783,0,11102,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813731,1510652380,0,2,3,46,3.7338188760036544,641,4,9.717391304347826,4,7.34027702294686,21,10309,0,10282,9355,1,1410,0,1409,0,0,0,1,0,0,0,0,0,0,0,0,0
813732,1510652468,0,1,1,2,0.3250829733914482,8,2,1046.5,2,357.80782407407406,2,707,0,132,9269,1,224,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
813733,1510654878,0,1,3,5,0.9563988085250456,41,70,1067.8,5,293.4454490740741,5,872,0,866,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813734,1510654913,0,1,1,113,0,19,0,0,1,0,0,10355,0,1,9355,1,1456,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
813735,1510655055,0,1,1,1,0,1,5,819,8,68.85517361111111,1,74,0,74,9342,1,121,0,121,0,0,0,1,0,0,0,0,0,0,0,0,0
813736,1510656128,0,1,2,2,0.5004024235381879,4,1,1167.5,2,357.8501851851852,2,30,0,28,9321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813737,1510657077,1,1,1,3,0.9004586964389827,1048,1134,7.666666666666667,6,38.63135802469136,3,1837,0,1835,9311,1,812,0,812,0,0,0,1,0,0,0,0,0,0,0,0,0
813738,1510657392,0,1,1,1,0,7,2,1698,6,68.88222222222223,1,420,0,420,9313,1,909,0,909,0,0,0,1,0,0,0,0,0,0,0,0,0
813739,1510658212,0,1,1,1,0,6,0,118,2,357.87430555555557,1,33853,0,33561,9231,1,124,0,81,0,0,0,1,0,0,0,0,0,0,0,0,0
813740,1510658258,0,1,1,1,0,1,1,692,6,68.89224537037038,1,1840,0,1838,9311,1,174,0,174,0,0,0,1,0,0,0,0,0,0,0,0,0
813741,1510658473,0,1,1,1,0,6,2,137,3,357.8773263888889,1,33854,0,33562,9231,1,125,0,82,0,0,0,1,0,0,0,0,0,0,0,0,0
813742,1510659702,0,1,3,9,1.7638839166909968,95,84,199.44444444444446,10,101.01813528806584,9,167,0,167,9382,1,1008,0,1008,0,0,0,1,0,0,0,0,0,0,0,0,0
813743,1510661500,0,1,2,2,0.34883209584303193,33,21,1278.5,10,68.92976851851851,2,176,0,176,9382,1,1017,0,1017,0,0,0,1,0,0,0,0,0,0,0,0,0
813744,1510662134,0,1,1,1,0,1,8,3333,7,68.93710648148148,1,140,0,140,9337,1,385,0,385,0,0,0,1,0,0,0,0,0,0,0,0,0
813745,1510662742,1,2,6,21,1.9089832594879694,11462,6,473.04761904761904,5,170.4413029100529,10,17,0,16,9306,1,1069,0,1066,0,0,0,1,0,0,0,0,0,0,0,0,0
813746,1510664430,1,1,1,3,0.431071102348777,52,26,851,2,357.9462731481481,3,709,0,134,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813747,1510665008,1,1,3,12,1.975563270677145,278,167,1701.6666666666667,9,68.97037037037036,12,2792,0,2790,156,1,360,0,359,0,0,0,1,0,0,0,0,0,0,0,0,0
813748,1510665167,1,1,3,10,1.5676942819834354,57,105,1005.2,7,357.95480324074066,10,529,0,463,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813749,1510665185,0,1,1,1,0,1,1,373,4,68.97241898148148,1,2804,0,2802,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813750,1510666196,1,1,1,1,0,10,4,2253,10,68.98412037037038,1,178,0,178,9382,1,1019,0,1019,0,0,0,1,0,0,0,0,0,0,0,0,0
813751,1510666865,1,1,1,1,0,1,0,67,5,68.99186342592593,1,329,0,327,9329,1,43,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0
813752,1510667426,1,1,1,4,0.6149324205956828,55,6,179.25,5,357.9809490740741,4,32,0,30,9321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813753,1510667783,1,1,4,10,1.771940951686089,342,205,1599.1,19,155.69726620370378,10,244,0,244,9326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813754,1510668011,0,1,1,2,0.6931471805599453,2,2,192.5,4,357.9877199074074,2,712,0,550,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813755,1510668376,0,1,3,3,1.0986122886681096,3,3,424,4,357.99194444444447,3,340,0,245,9259,1,329,0,324,0,0,0,1,0,0,0,0,0,0,0,0,0
813756,1510668454,0,1,1,1,0,1,1,1694,3,357.9928472222222,1,343,0,248,9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813757,1510671404,0,1,1,1,0,108,78,1771,4,358.02699074074076,1,33855,0,33563,9231,1,126,0,83,0,0,0,1,0,0,0,0,0,0,0,0,0
813758,1510673483,1,1,7,30,2.4024764608897655,2358,88,129.93333333333334,8,39.42205478395061,27,307,0,307,9350,3,2778.6666666666665,0,1187.3333333333333,0,0,0,3,0,0,0,0,0,0,0,0,0
813759,1510674784,1,1,8,25,2.237476529202634,5118,9,447.8,21,53.632136574074075,12,141,0,141,9337,2,211.5,0,211.5,0,0,0,2,0,0,0,0,0,0,0,0,0
813760,1510674863,0,1,1,6,1.027978777678385,165,18,53.833333333333336,2,3.081423611111111,3,97,0,97,9438,1,258,0,258,0,0,0,1,0,0,0,0,0,0,0,0,0
813761,1510675073,1,1,2,2,0.10126481756679193,87,9,601,3,358.0694560185185,2,3284,0,3096,9272,1,8154,0,3380,0,0,0,1,0,0,0,0,0,0,0,0,0
813762,1510675234,0,1,1,2,0.25731864054383163,8,6,787,9,69.08872685185185,2,308,0,299,9320,1,815,0,815,0,0,0,1,0,0,0,0,0,0,0,0,0
813763,1510675258,1,1,1,1,0,25,0,2896,8,358.07159722222224,1,344,0,249,9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813764,1510676358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9272,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
813765,1510677153,0,1,1,1,0,6,0,686,1,6.944629629629629,1,950,0,950,9340,1,240,0,236,0,0,0,1,0,0,0,0,0,0,0,0,0
813766,1510677204,1,1,2,11,2.0297508618248425,109,28,57.45454545454545,1,31.048681607744115,9,4349,0,4338,9351,1,4616,0,4611,0,0,0,1,0,0,0,0,0,0,0,0,0
813767,1510679928,0,1,1,3,1.0536465888644848,30,7,97,3,69.14305555555555,3,1841,0,1839,9311,1,175,0,175,0,0,0,1,0,0,0,0,0,0,0,0,0
813768,1510680765,1,1,4,21,2.5267428037293542,1072,421,121.95238095238095,5,46.04247685185185,17,3286,0,3098,9272,1,8156,0,3382,0,0,0,1,0,0,0,0,0,0,0,0,0
813769,1510681013,0,1,1,4,1.366158847569202,8,2,23,1,25.160578703703703,4,337,0,337,9350,1,224,0,224,0,0,0,1,0,0,0,0,0,0,0,0,0
813770,1510681399,0,2,6,7,1.6294723769587534,20,41,299.85714285714283,2,232.14997023809522,7,10468,0,10328,9355,2,784.5,0,727.5,0,0,0,2,0,0,0,0,0,0,0,0,0
813771,1510681730,1,1,1,6,1.5376735099659706,140,22,97.33333333333333,5,43.195154320987655,6,99,0,99,2655,1,175,0,175,0,0,0,1,0,0,0,0,0,0,0,0,0
813772,1510683197,1,1,10,41,3.230455159592915,2542,543,425.1219512195122,19,49.23182616305328,25,163,0,163,9346,1,372,0,371,0,0,0,1,0,0,0,0,0,0,0,0,0
813773,1510734774,0,1,1,1,0,2,2,184,5,358.7604398148148,1,33856,0,33564,9231,1,127,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0
813774,1510738232,1,1,3,13,1.7421889106995596,283,80,83.61538461538461,12,94.73410167378916,9,356,0,356,9322,2,2858.5,0,2847,0,0,0,2,0,0,0,0,0,0,0,0,0
813775,1510739499,1,1,3,12,1.8687617989618999,456,176,73.66666666666667,5,62.67393422067901,7,106,0,106,9367,2,114.5,0,114.5,0,0,0,2,0,0,0,0,0,0,0,0,0
